Chemical;Sensor;JB;p-value;skew;kurtosis
azetal_degid_0;S1;7.137241059089578;0.0281947206503;0.0172491614578864;1.8106888611997858
azetal_degid_0;S2;3.038140780513754;0.218915298185;-0.35986039271132525;2.709124722887998
azetal_degid_0;S3;2.918036081395132;0.232464433303;-0.05838149007976239;2.2482351281093567
azetal_degid_0;S4;8.55038100087932;0.01390939872;-0.04413131603108911;1.7007105608068531
azetal_degid_0;S5;8.252281925103158;0.0161450631629;-0.3010032932432543;1.8711048235402457
azetal_degid_0;S6;9.851208793375937;0.00725833803836;-0.3919175388692876;1.8426057975604717
azetal_degid_0;S7;0.2815088175972401;0.868702631225;0.08042976930704059;2.8269084966684566
azetal_degid_0;S8;8.456306934418496;0.0145792868395;0.3353628917066103;1.8921142010501846
geksan_14;S1;6.797924657830524;0.0334079184113;0.00431985509638162;1.8388479652215917
geksan_14;S2;9.094285246570792;0.0105974420472;0.17764630084235253;1.704780968306264
geksan_14;S3;7.521022694855204;0.0232718373377;0.07952519898460857;1.7890185519975794
geksan_14;S4;9.675734058836511;0.00792393756489;0.3115056753850376;1.7626598205338326
geksan_14;S5;7.694301644455831;0.021340452645;-0.013762283587152402;1.7649352757303547
geksan_14;S6;7.739654586320428;0.0208619721194;-0.14372731040117356;1.7947996263087975
geksan_14;S7;10.427576425785789;0.00544102284455;0.3295717407588424;1.7217944248219665
geksan_14;S8;11.00567187948868;0.00407519801943;0.5628874137776078;2.043143573804553
benzol_8;S1;7.412739575876554;0.024566543355;0.06867231123126334;1.7952461215057036
benzol_8;S2;9.030513186445654;0.0109407974322;0.4096087402924741;1.9416716536365421
benzol_8;S3;8.930652400207885;0.0115009435391;0.2592925758154047;1.7742600146753538
benzol_8;S4;8.553998988851413;0.0138842594466;0.3377711275384767;1.8863108072393175
benzol_8;S5;8.261152091799344;0.0160736170141;0.20207964711288093;1.7854091691417833
benzol_8;S6;7.848131627434058;0.0197605883222;0.09331416391833755;1.766377661379608
benzol_8;S7;10.154777096602453;0.00623617323528;0.5360860979495554;2.0701519230918444
benzol_8;S8;10.882799727594788;0.00433341283509;0.5772186814999779;2.0912391834451878
azetal_degid_1;S1;7.682664644180516;0.0214649840132;-0.37710249821882885;2.0227543129089818
azetal_degid_1;S2;3.7245711374188066;0.155317236169;0.21275780512969628;2.2532106207371987
azetal_degid_1;S3;7.603813937609395;0.0223281521422;0.15859062417464964;1.8135807841587872
azetal_degid_1;S4;8.871092389422362;0.0118485925014;-0.09113753336963071;1.6861007210206234
azetal_degid_1;S5;9.35432848623443;0.00930536425853;-0.22037014496379737;1.7111431444476937
azetal_degid_1;S6;8.928690211772814;0.0115122325852;-0.4173924346561487;1.9636052399387
azetal_degid_1;S7;6.16230204012872;0.0459063870553;-0.1776851502556614;1.9531061494433106
azetal_degid_1;S8;8.169887305846531;0.0168240872774;0.19934227614612957;1.7910648723059
dioktilftalat_22;S1;8.038307906616538;0.0179681604132;0.13013474354042587;1.7644293156325703
dioktilftalat_22;S2;6.082424395518815;0.047776939279;0.06683723158754001;1.9097879000137463
dioktilftalat_22;S3;9.154137780716171;0.0102849986169;0.38085828243733133;1.8884764398854785
dioktilftalat_22;S4;8.546858841472755;0.0139339158617;0.24855020528221042;1.7966148119974876
dioktilftalat_22;S5;5.578694145656001;0.0614613305897;0.030476476863790486;1.9498559220258642
dioktilftalat_22;S6;6.471123838824133;0.0393380938898;-0.4150489344603535;2.2289836426396255
dioktilftalat_22;S7;8.94254185484999;0.0114327763841;0.22739617942202353;1.7482447442131677
dioktilftalat_22;S8;6.164104672032469;0.0458650295373;0.016245081216976237;1.8947503806886794
benzin_7;S1;8.4448313337979;0.014663180328;0.2328674618674723;1.7924823609262075
benzin_7;S2;8.218880500415084;0.0164169613456;0.34359746147836456;1.9239171446870158
benzin_7;S3;10.203120131197815;0.00608724265622;0.4348738195066726;1.8742565082149514
benzin_7;S4;10.319403893292085;0.00574341127356;0.3752564302509313;1.7819875374445453
benzin_7;S5;7.7342544767692685;0.0209183767003;0.24556671060377447;1.8629621966576122
benzin_7;S6;7.028583097832782;0.0297688852844;-0.08461784761010772;1.8314716921245784
benzin_7;S7;11.735454311245663;0.00282929658256;0.5287636237502126;1.900304797727683
benzin_7;S8;8.446157799052571;0.0146534584527;0.14322638126371073;1.7377734817999069
benzol_10;S1;15.336781613729237;0.00046736930638;-0.8698997310309985;2.8771012518349544
benzol_10;S2;6.480525663975512;0.0391536029272;-0.3755252823766833;2.150696420994811
benzol_10;S3;8.909464012250078;0.0116234344665;-0.5192284534188288;2.1700761069266217
benzol_10;S4;19.12839370463514;7.0197570744e-05;-0.9615723546713837;2.6908463356567354
benzol_10;S5;18.191870500467065;0.000112120625792;-0.8948233938783169;2.363235312123084
benzol_10;S6;23.460474088588803;8.04679208837e-06;-1.0740797662740351;2.803206206096374
benzol_10;S7;1.2255386976884688;0.54184822261;-0.24602868283703994;2.9689902495052536
benzol_10;S8;21.84420198161029;1.80547637055e-05;-1.0337654290363774;2.759063435192729
butilazetat_13;S1;10.400004383570137;0.00551655232965;-0.12476766736997871;1.5855945052637677
butilazetat_13;S2;3.5025348178757256;0.173553840311;-0.4028448795687252;2.7865013774104685
butilazetat_13;S3;7.519895268055192;0.0232849596825;-0.5300560341946837;2.3936074892358974
butilazetat_13;S4;29.778985968268515;3.41645227724e-07;-1.0794785301917371;4.116010815657129
butilazetat_13;S5;19.778423851565577;5.07189005064e-05;-0.9903110299201527;2.9886238532423395
butilazetat_13;S6;29.34340920032673;4.24775688056e-07;-1.1826554578393857;3.474852197452785
butilazetat_13;S7;5.136404594658947;0.0766732573237;0.2599262470261821;2.1348154078987096
butilazetat_13;S8;8.457077297940089;0.0145736722456;-0.38205587668943036;1.9542610039907584
toluol_30;S1;11.664453471906695;0.00293154193719;0.6108770267065231;2.0939494280301933
toluol_30;S2;8.053541053706654;0.0178318244635;0.5581572083452188;2.407346057361365
toluol_30;S3;12.902771550383008;0.00157833343722;0.7128266115538622;2.2742312335223027
toluol_30;S4;11.560434112497834;0.00308804505601;0.5837472274961457;2.0356684364265725
toluol_30;S5;5.567389958458759;0.0618096993619;0.027360970296372824;1.9505805397947311
toluol_30;S6;6.772730725138002;0.0338314186441;-0.5013233232492044;2.418578250275071
toluol_30;S7;11.58022149370574;0.00305764353327;0.5572220281434261;1.9729080459009585
toluol_30;S8;10.381864966425914;0.00556681343385;0.49156546331798046;1.9546931230520974
dioktilftalat_16;S1;7.669112146822398;0.0216109300075;-0.22904560128731946;1.8548805035876383
dioktilftalat_16;S2;5.520000820001223;0.06329174241;0.18398062997771142;2.020469139396446
dioktilftalat_16;S3;6.830616075422063;0.0328662810881;0.12471606286271958;1.8630670401313578
dioktilftalat_16;S4;4.158468152775701;0.125025935852;-0.1313281489689034;2.13061412558647
dioktilftalat_16;S5;4.381008820170887;0.111860310916;-0.27596966275893053;2.248785378145352
dioktilftalat_16;S6;5.338688814984484;0.069297641435;-0.3811478045825687;2.308755551044772
dioktilftalat_16;S7;10.147859206764359;0.00625778116378;-0.07239706759747828;1.5886767986165962
dioktilftalat_16;S8;8.019251541649005;0.0181401825523;-0.2008191542952478;1.8044741674992963
etilazetat_34;S1;6.797246047299893;0.0334192558172;-0.030905118982093305;1.840520122421594
etilazetat_34;S2;8.102260664111387;0.0174026926966;0.35341936467594437;1.9476507342504943
etilazetat_34;S3;8.265372367478436;0.0160397352268;0.19763546393534026;1.7821438530894917
