Chemical;Sensor;JB;p-value;skew;kurtosis
dioktilftalat_19;S4;21.983529246706123;1.68398135115e-05;-1.0366643747817323;2.7516507829752674
dioktilftalat_19;S5;19.612283163172194;5.51120825626e-05;-0.947347705158948;2.4521232458017423
dioktilftalat_19;S6;25.19707356643511;3.37695283493e-06;-1.1156397114586478;2.861584702177934
dioktilftalat_19;S7;2.127730744438907;0.34511921455;-0.27383485274169306;3.349409691139407
dioktilftalat_19;S8;10.845064816110625;0.00441594948987;-0.5751328809174059;2.0900681820026694
etilazetat_32;S1;12.629267345471732;0.00180962855547;-0.7081677618812694;2.293620264189289
etilazetat_32;S2;11.357211805098968;0.0034183205952;-0.4657631853280222;1.8231700501454544
etilazetat_32;S3;13.053346160493836;0.00146386792856;-0.617768195651861;1.9692026003693708
etilazetat_32;S4;23.229985276043845;9.02968894455e-06;-1.071040055551106;2.861821915806644
etilazetat_32;S5;15.601326322540347;0.000409463348688;-0.7928006678926034;2.2381953319724057
etilazetat_32;S6;17.519851952327222;0.000156896222217;-0.8830451611614757;2.4033954987735973
etilazetat_32;S7;20.56474513881764;3.42312164194e-05;-0.5300888152439963;1.280994152046784
etilazetat_32;S8;13.63766980602428;0.0010929936243;-0.6957682769267289;2.1232911672001165
benzol_10;S1;13.353157568535535;0.00126008161757;-0.720362610699367;3.7568824316290144
benzol_10;S2;5.777280752246355;0.0556518267489;-0.41897506562933223;2.3338569946408056
benzol_10;S3;8.980359938470283;0.0112186246206;-0.5170049721659625;2.1561683505754754
benzol_10;S4;14.031832177817492;0.000897483260608;-0.8317442475323289;2.873590541044971
benzol_10;S5;17.232384313664888;0.000181148729018;-0.9148385415243838;2.734905008267163
benzol_10;S6;21.576661914379372;2.06389403729e-05;-1.034350210902429;3.012126158071202
benzol_10;S7;20.177667115688877;4.15408383551e-05;0.21612702282332039;1.0467108899944724
benzol_10;S8;14.64520085236963;0.000660442544162;-0.8223274960254161;2.55284993118801
plastizol__27;S1;15.620291892050668;0.000405598847961;0.18518187058083005;1.2792238921467758
plastizol__27;S2;9.442793285135076;0.00890273592156;-0.3663629367499923;1.8441178569830952
plastizol__27;S3;9.315378480681387;0.00948836241423;-0.26921475319259613;1.7518926156026091
plastizol__27;S4;10.229544345835041;0.00600734631471;-0.6209973635958257;2.3025405896875197
plastizol__27;S5;9.73520487951989;0.00769178471544;-0.35062068809544344;1.8003291032590876
plastizol__27;S6;9.615953992166197;0.00816435953375;-0.43761688338004917;1.9317011124567516
plastizol__27;S7;9.724686736478688;0.00773234291714;-0.3040773291712174;1.7513962211903293
plastizol__27;S8;11.331194096270426;0.00346307953019;-0.004057281383347771;1.5008523332623054
azetal_degid_2;S1;7.257744732922637;0.0265461018125;0.0628204484455008;1.8067829035221086
azetal_degid_2;S2;9.78882323930526;0.00748831390469;-0.1462084119786478;1.637620766524621
azetal_degid_2;S3;8.891797828275346;0.011726560121;-0.030232477697632425;1.6733476837049202
azetal_degid_2;S4;9.081937859362068;0.0106630697817;-0.1650397037250129;1.6990681458609302
azetal_degid_2;S5;8.49548038182606;0.0142965048037;-0.1588014719005123;1.7413569488848166
azetal_degid_2;S6;9.022114972236087;0.0109868356043;-0.1776272789529889;1.710308328784249
azetal_degid_2;S7;4.320247781523435;0.115310834206;-0.16224996771396466;2.133046458691153
azetal_degid_2;S8;8.599978315144135;0.0135687061291;0.05591039648455506;1.698740251487711
dioktilftalat_17;S1;8.806206171061199;0.0122393013163;-0.025853431654910913;1.6793895647014374
dioktilftalat_17;S2;2.059910357293965;0.357022962463;-0.3186458823846969;3.0493605865846507
dioktilftalat_17;S3;8.862789970557305;0.0118978807224;-0.5314711798965059;2.2074961866032643
dioktilftalat_17;S4;12.67750174800468;0.00176650744963;-0.5956874333589374;1.9534954714813257
dioktilftalat_17;S5;8.994571798297873;0.0111391884286;-0.49760246587733614;2.1091495958090833
dioktilftalat_17;S6;9.76775771206899;0.00756760338058;-0.5385917418393491;2.1184773225639137
dioktilftalat_17;S7;4.2438173853692;0.119802743525;-0.084092630360614;2.0980783731613486
dioktilftalat_17;S8;7.7645433176937075;0.0206039667953;0.21637339215667098;1.8368985735078007
dioktilftalat_23;S1;4.759765896154378;0.0925614113674;0.4454581289037318;3.387755102040817
dioktilftalat_23;S2;8.326744410757586;0.0155550146723;-0.6364695531446724;2.823331666876254
dioktilftalat_23;S3;30.580788865145315;2.28805295607e-07;-1.1289719982962667;3.9835140684433625
dioktilftalat_23;S4;1039.4625651854415;1.92119698972e-226;-3.268697587943143;15.784242543417726
dioktilftalat_23;S5;179.25685122569;1.18814469887e-39;-1.918629050952793;7.564047347302876
dioktilftalat_23;S6;277.9234080689649;4.46373847563e-61;-2.269628236548396;8.875411028280793
dioktilftalat_23;S7;64.69576531557065;8.94320241602e-15;1.7239213328643395;3.9719047619047623
dioktilftalat_23;S8;15.499290143957621;0.000430895450308;-0.6863736885923682;4.090781373983338
geksan_14;S1;10.041580235688391;0.00659931041592;0.39353844004097865;1.8285784794976656
geksan_14;S2;4.717545003814767;0.0945361950032;-0.06662607207941022;2.041900176499128
geksan_14;S3;7.337302656213692;0.0255108525258;-0.3838274423651993;2.0693879776153654
geksan_14;S4;6.94921728629113;0.0309739533204;-0.5383631151004356;2.5320066529409537
geksan_14;S5;6.483089094971592;0.0391034512945;-0.458661141309693;2.333350317587623
geksan_14;S6;6.192713027504884;0.0452136379203;-0.49094753445483474;2.486007013812259
geksan_14;S7;3.4371862892817044;0.179318245372;-0.10958521297182071;2.203934498551584
geksan_14;S8;4.363839020825941;0.112824754364;0.18523516153567574;2.146591195950393
benzin_7;S1;5.445045291436126;0.065708785188;-0.2625899900902927;2.103230814622365
benzin_7;S2;8.655733416023804;0.0131956676973;-0.36210231746677385;1.9080442625437284
benzin_7;S3;5.226260082281855;0.073304737455;-0.34956496626413736;2.2598439978745115
benzin_7;S4;13.602144963138226;0.00111258128484;-0.8211871839780129;3.023506251766235
benzin_7;S5;63.35097927434043;1.75190131653e-14;-1.5289315710083922;4.7930299766390965
benzin_7;S6;76.99497552804894;1.90876954441e-17;-1.6495175021378212;5.094778920032706
benzin_7;S7;6.157499064643517;0.0460167631615;-0.012100571996713305;1.8951305809491588
benzin_7;S8;8.39772448166666;0.015012647885;-0.5685138520739843;2.3894000000000015
benzol_9;S1;5.067827584523706;0.0793478607328;0.009996145977312389;1.9976082349464017
benzol_9;S2;4.440412059671018;0.108586734413;0.07797308493453568;2.074568381795933
benzol_9;S3;8.17831513967827;0.0167533411353;0.35433629442413833;1.9417333448101068
benzol_9;S4;7.5628994316028315;0.0227896289801;0.12627291100338234;1.8015427275493012
benzol_9;S5;7.478195583119794;0.0237755439542;-0.36301728055753657;2.0221696063048533
benzol_9;S6;9.352928780589044;0.00931187892336;-0.5497041636848116;2.195992724277983
benzol_9;S7;7.829152819373043;0.0199489970581;0.2114054636203056;1.8277710397628075
benzol_9;S8;8.159382482524935;0.0169126867864;0.04576278002582518;1.7311371288644013
dioktilftalat_18;S1;6.364288623960476;0.0414965780413;0.16225428683027507;1.92434558287337
dioktilftalat_18;S2;4.772226603076542;0.0919865138249;0.0959732698702107;2.046210783956611
dioktilftalat_18;S3;6.666723124106306;0.0356729863303;0.279342855927922;1.9949151662049858
dioktilftalat_18;S4;7.10613792318843;0.0286366199719;0.21241884675391223;1.8913996047741228
dioktilftalat_18;S5;6.131079017317349;0.0466286785014;-0.06833694811485247;1.9057413310152829
dioktilftalat_18;S6;7.2909842330140116;0.0261085582394;-0.37324042704225263;2.0571787192262883
dioktilftalat_18;S7;9.45666174149713;0.00884121586281;0.4240472805004007;1.9246223370152373
dioktilftalat_18;S8;6.1680720530046305;0.045774137695;0.0937933229986952;1.9099401390629107
fenol_31;S1;11.438874818453172;0.00328155655656;-0.5876642258119553;2.0579433332388684
fenol_31;S2;1.9444443618913407;0.378241582279;-0.2070301471052163;2.537151226086017
fenol_31;S3;9.455207824943061;0.00884764539458;-0.5085637555325883;2.0830132233575473
fenol_31;S4;21.426261130870387;2.22508451582e-05;-1.0304542209997605;3.0499330773621405
fenol_31;S5;26.293408749484467;1.95190571137e-06;-1.136232794101359;3.226101129099687
fenol_31;S6;67.79059146274072;1.90309339245e-15;-1.6463360653112975;4.613808529029445
fenol_31;S7;8.752379828363521;0.0125731723417;-0.13176845925805258;1.7090478263181925
fenol_31;S8;18.101356121105933;0.000117311465668;-0.9443746132721188;2.848415084670866
dioktilftalat_15;S1;3.5499540567795345;0.169487342852;0.07474542766300421;2.174302959388874
dioktilftalat_15;S2;3.3653144807789364;0.185879392987;-0.07431319010429951;2.1966254970514303
dioktilftalat_15;S3;5.279406074750839;0.0713824643332;0.21740451665569024;2.0736652719085047
dioktilftalat_15;S4;9.236330542130634;0.00987088986475;0.48144814609664205;2.0487743817298423
dioktilftalat_15;S5;4.406560777225171;0.110440276466;0.010751428282606487;2.065352359938802
dioktilftalat_15;S6;5.05306389221197;0.079935761661;-0.2759556903495846;2.1647428931314225
dioktilftalat_15;S7;8.675095749359878;0.0130685346302;0.17470025042846846;1.7356426776285567
dioktilftalat_15;S8;15.979199093471632;0.00033896979775;0.8581958664941394;2.5273189888563667
dioktilftalat_20;S1;7.085479448286944;0.0289339473584;0.22796518393779178;1.9056911528146803
dioktilftalat_20;S2;7.309208505913989;0.0258717341197;0.23112230164395556;1.8882040243189455
dioktilftalat_20;S3;3.363428938522365;0.186054717344;0.012694413007245692;2.1836166289402783
dioktilftalat_20;S4;31.39227037131336;1.52494823512e-07;-1.1565611276894554;3.9359655205897996
dioktilftalat_20;S5;10.959146666226918;0.00417110899238;-0.5503384293365775;2.0190690676625156
dioktilftalat_20;S6;12.553156623559705;0.00187982176633;-0.7087662724110501;2.3068306196393076
dioktilftalat_20;S7;20.56474513881764;3.42312164194e-05;-0.5300888152439964;1.280994152046784
dioktilftalat_20;S8;0.4923158265405646;0.781798758779;0.09510942925915084;2.7520762092814173
azetal_degid_0;S1;7.549571026465071;0.022942010872;0.23785219562294765;1.8725511507626715
azetal_degid_0;S2;9.187672290996582;0.0101139851408;0.654363655703935;2.668969718329705
azetal_degid_0;S3;10.48341769338011;0.0052912072439;0.5717984582407166;2.1216255535589474
azetal_degid_0;S4;10.428469400832224;0.00543859403799;0.44895831694531346;1.8765221589886774
azetal_degid_0;S5;6.385345802340896;0.0410619695403;0.16172817369258682;1.9220895857159375
azetal_degid_0;S6;5.9786314134450045;0.0503218598549;-0.10663633315595357;1.9321240628710248
azetal_degid_0;S7;9.853001293879213;0.00725183566538;0.4262202341673544;1.8920020062431167
azetal_degid_0;S8;11.660377234637572;0.00293752286028;0.6226372904998063;2.127020438931873
azeton_5;S1;7.51692101299475;0.0233196131478;0.04228676832009753;1.7818838903176253
azeton_5;S2;8.310500383137713;0.0156818671678;0.5151856255801439;2.2340373395913633
azeton_5;S3;8.976424511400257;0.011240721393;0.487377772117474;2.088792303612847
azeton_5;S4;9.630495466789151;0.00810521389701;0.3838912799560438;1.8507868519167558
azeton_5;S5;6.542730654363909;0.0379545712753;0.17564642569935224;1.9163372145379864
azeton_5;S6;5.498767628922383;0.063967264769;0.06725649911337706;1.9643500074935527
azeton_5;S7;7.119179822139272;0.028450489553;0.2945860465675602;1.9680382905731442
azeton_5;S8;9.531467401922638;0.00851663728455;0.425480648910055;1.9199982136943403
stirol_29;S1;7.5391543421117735;0.0230618124278;-0.4102219884644378;2.093224869657442
stirol_29;S2;3.9430685791774795;0.139243053072;-0.4414258220974455;2.948335491370185
stirol_29;S3;9.252174243504204;0.00979300306023;-0.6158633842388639;2.4360929451345803
stirol_29;S4;46.96124667247918;6.34592380742e-11;-1.3946061716868354;4.238919667590025
stirol_29;S5;24.75389052964606;4.21464469759e-06;-1.0771737461341426;3.5183140620800843
stirol_29;S6;42.11519131581054;7.15817651625e-10;-1.3823384695367884;3.8426077374700824
stirol_29;S7;5.3434839844028135;0.0691316934862;-0.042606073928852045;1.9740353408595683
stirol_29;S8;20.513105502454714;3.51265693878e-05;-1.0085324689516402;2.9871868323983546
butilazetat_13;S1;2.9502444467140925;0.22875076665;-0.1895997649060831;2.335635515073959
butilazetat_13;S2;12.069898896018442;0.00239361752642;-0.29712122614350184;1.571397381706692
butilazetat_13;S3;3.07736822118534;0.214663388936;-0.3878496379544156;3.0931542728397434
butilazetat_13;S4;18.985781661072995;7.5385860238e-05;-0.963685357903473;3.225869428594021
butilazetat_13;S5;42.40012946753509;6.2076735503e-10;-1.4255828697377775;3.5299027844084274
butilazetat_13;S6;59.043327809238484;1.50974732789e-13;-1.6030599405546961;4.196607116990431
butilazetat_13;S7;0.5380505552075636;0.764123940182;-0.05572530669761808;2.6929177112650997
butilazetat_13;S8;59.6878840397761;1.09380690967e-13;-1.538240291658964;4.540839501328131
plastizol__26;S1;9.305361878348382;0.00953600218837;0.1627748774237866;1.6810197236679107
plastizol__26;S2;8.999055995838296;0.0111142412454;0.48815728960049765;2.08799859162014
plastizol__26;S3;12.123058919680693;0.0023308332441;0.6148678839421233;2.055371178078155
plastizol__26;S4;11.25559227162461;0.00359649278127;0.5144478454318205;1.9165389592141924
plastizol__26;S5;7.951444082095856;0.0187657469622;0.30414134315166236;1.901301630481569
plastizol__26;S6;6.88823434106974;0.0319329409434;0.13480209513991198;1.8626456411962211
plastizol__26;S7;9.92744520069939;0.00698687003646;0.39466968883497294;1.8398175200996327
plastizol__26;S8;11.489229448662174;0.00319996718367;0.5328778454441543;1.9308787556254419
azetal_degid_1;S1;8.170501840520936;0.016818918579;-0.060195353529360916;1.7326794075537875
azetal_degid_1;S2;5.9602871946200535;0.0507855406742;0.07532933755377233;1.9231956128583163
azetal_degid_1;S3;8.465153533101166;0.0145149407057;-0.043226179169624436;1.707109940077307
azetal_degid_1;S4;9.29047991028789;0.00960722408023;-0.20554569562384511;1.7062675373329133
azetal_degid_1;S5;10.65283425393609;0.00486145682884;-0.575486644307107;2.1121828177032023
azetal_degid_1;S6;21.257177180849062;2.42137818148e-05;-1.0188048376953518;2.7461370116125363
azetal_degid_1;S7;9.826869151737911;0.00734721039519;-0.09960164362486554;1.6181718190136696
azetal_degid_1;S8;8.464108009085695;0.0145225305489;-0.1768699183589703;1.753525183341492
butanol_12;S1;8.25139972971201;0.016152186284;-0.019514935720666773;1.7212826982329201
butanol_12;S2;9.64257814545925;0.00805639516323;0.46704605073656297;1.9801718628306064
butanol_12;S3;9.132136539764389;0.0103987645841;0.32917672148007154;1.8261586088683832
butanol_12;S4;9.24510052366226;0.00982770086472;0.1172315462885991;1.6662961329210906
butanol_12;S5;8.66455522498969;0.0131375910469;0.19750013326921467;1.7499742980449453
butanol_12;S6;7.7697665396445865;0.0205502274531;0.14641066639695174;1.7936143296325207
butanol_12;S7;12.996272742267568;0.00150624365809;-0.3657916926581702;1.5708188161631171
butanol_12;S8;9.618593308854896;0.00815359247455;0.07776884739602484;1.6275466543693355
